,text,label
1399,giao hàng nhanh đóng_gói chắc_chắn hàng chuẩn,"[1, 0, 1, 0, 0, 0, 0]"
1400,shop giao hàng nhanh mua giá sale shope xu 350k 1 hôp sữa,"[1, 1, 0, 0, 0, 0, 0]"
1401,shop ship nhanh chuẩn hẹn shop bé hợp_tác shop !,"[1, 0, 0, 0, 0, 0, 0]"
1402,giao hàng siêu nhanh xong tiếp shop đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1403,giao hàng nhanh_chóng đóng_gói cẩn_thận săn sale rẻ hàng tốt,"[1, 1, 0, 1, 0, 0, 0]"
1404,hàng hạn tem chống hàng giả tem nhập_khẩu ng mua,"[0, 0, 1, 0, 0, 1, 0]"
1405,chất_lượng sản_phẩm tuyệt gói sản_phẩm đẹp chắc_chắn,"[1, 0, 0, 1, 0, 0, 0]"
1406,"mua hộp 2,2 ký hộp hình_ảnh đều sản_phẩm shop mua ? ko nỗi","[0, 0, 0, 0, 0, 0, 1]"
1407,mua đầu hi_vọng sữa tốt đúng như mô_tả xuất_xứ giao_hành nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1408,giao hàng nhanh đóng_gói cẩn_thận m mua đầu ko vỏ hộp 2 loại,"[1, 0, 0, 0, 0, 0, 0]"
1409,ủng_hộ shop tiếp bỉm oke,"[0, 0, 0, 1, 0, 0, 0]"
1410,nắp bạc nhăn_nheo_vậy,"[0, 0, 0, 0, 1, 0, 0]"
1411,hàng đóng_gói cẩn_thận chắc_chắn rẻ chất_lượng giao hàng siêu nhanh,"[1, 1, 0, 1, 0, 0, 0]"
1412,shop giao sữa không đúng như ảnh mẫu màu tím,"[0, 0, 1, 0, 0, 0, 0]"
1413,shop đóng_gói cẩn_thận ship hoả_tốc 16 - 19 hàng bt shop chưa bao_giờ_lâu ship không hài_lòng loại bột hộp giấy 2 pha 40do tan trk hơi lo,"[1, 0, 0, 1, 0, 1, 0]"
1414,gia hàng gói cẩn 2 naod you shop,"[1, 0, 0, 0, 0, 0, 0]"
1415,mua bé uống ok ngayg sản_xuất 1 không lắm,"[0, 0, 0, 0, 0, 1, 0]"
1416,sp check code dc giá rẻ chỗ giao hàng nhanh_chóng m mua chục tin_tưởng shop,"[1, 1, 1, 0, 0, 0, 0]"
1417,sản_phẩm_chất lương hạn ủng_hộ shop,"[0, 0, 0, 1, 0, 0, 0]"
1418,chất_lượng ok hà_nội giao now ship nhanh mua hàng ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
1419,chưa khui không chất_lượng đúng ko ? giao hàng móp hộp,"[1, 0, 0, 0, 0, 0, 0]"
1420,gói hàng cẩn_thận gỡ đứt hơi 😎 1 thùng 4 gói mua như gọn mua lon mua lon chất lon chật,"[1, 0, 0, 0, 0, 0, 0]"
1421,shop đóng_gói cẩn_thận giao hàng nhanh sữa oke,"[1, 0, 0, 1, 0, 0, 0]"
1422,hàng sănz e ảnh sàn video buôn 𝚖𝚘𝚗𝚐 𝚎𝚖 𝚖𝚊 ̃ 𝚒 𝚐𝚒𝚞 ̛ ̃ đ𝚞 ̛ 𝚘 ̛ ̣ 𝚌 𝚗𝚞 ̣ 𝚌𝚞 ̛ 𝚘 ̛ ̀ 𝚒 𝚝𝚛𝚎 ̂ 𝚗 𝚖𝚘 ̂ 𝚒 𝙷𝚘 ̛ 𝚗 𝚌𝚊 ̉ 𝚌𝚊 ́ 𝚒 𝚎𝚖 𝚌𝚊 ̂ ̀ 𝚗 𝚕𝚊 ̀ 𝚑𝚞𝚗 𝚖𝚘 ̂ 𝚒 𝚖𝚘 ̂ ̃ 𝚒 𝚝𝚘 ̂ ́ 𝚒 se lạnh retock set váy maxi mix áo cadigan tàu cực đẹp đẹp lắm nha iu,"[0, 0, 0, 0, 0, 0, 0]"
1423,shop giao hàng nhanh balo tặng oke đóng_gói thất_vọng shope mall hàng_không ảnh_hưởng đóng_gói sơ không như hãng sữa m mua,"[1, 0, 0, 0, 1, 0, 0]"
1424,mua 2 không đánh ổn_áp mấy shop hi_vọng shop buôn_bán hàng chuẩn mẹ yên_tâm ủng_hộ lâu_dài nè,"[0, 1, 0, 0, 0, 0, 0]"
1425,mua đầu không chất_lượng 4 shop trl nhanh,"[0, 0, 0, 0, 1, 0, 0]"
1426,sữa móp không 5,"[1, 0, 0, 0, 0, 0, 0]"
1427,shop hàng đảm_bảo tem mác đàng_hàng giao hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
1428,nan,"[0, 0, 0, 1, 0, 0, 0]"
1429,sữa ngon trộm_vía bé hợp_tác đi ngủ đêm không đòi ti lắt_nhắt,"[0, 0, 0, 1, 0, 0, 1]"
1430,giao hàng nhanh gói hàng cẩn_thận mua shop tiếp tích ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1431,sữa chuẩn hạn đóng_gói cẩn_thận mìh mua sh ưng ❤,"[1, 0, 1, 0, 0, 1, 0]"
1432,mua 4 hộp rùi : ) oke,"[0, 0, 0, 1, 0, 0, 0]"
1433,shop ship hàng siêu nhanh trưa cskh tốt cháu ủng_hộ tiếp 👍 🏻,"[1, 0, 0, 0, 1, 0, 0]"
1434,trừ cân 15 ! ! ! 👉 🏾 cân 🔥 👉 🏾 không tham_gia khoá tập_luyện thể công_việc giúp 2s bữa ăn 30p giúp,"[0, 0, 0, 0, 0, 0, 0]"
1435,sp tốt bột ngon bê ăn,"[0, 0, 0, 1, 0, 0, 0]"
1436,shop phục_vụ tốt giao hàng nhanh,"[1, 0, 0, 0, 1, 0, 0]"
1437,sua như hình mua hai móp,"[1, 0, 0, 0, 0, 0, 0]"
1438,giao hàng nhanh cẩn_thận hạn 1 hộp hơi móp 1 xíu không hộp mua kids_plaza,"[1, 0, 0, 0, 0, 1, 0]"
1439,hàng tik mỏng nhẹ chật môg bé ! k bít m kích_thước l ntn ! k khác_biệt gold natul,"[0, 0, 0, 0, 0, 0, 1]"
1440,giao hàng hơi đóng_gói đẹp shop túi bọc chống va_đập tốt lon không móp méo dat check vạch,"[1, 0, 1, 0, 0, 0, 0]"
1441,hàng hãng hạn shop gói miếng xốp không thân_thiện môi_trường,"[1, 0, 1, 0, 0, 1, 0]"
1442,nan,"[0, 0, 0, 0, 0, 0, 0]"
1443,giao hàng nhanh đủ hàng ủng_hộ shop coa nhu câu,"[1, 0, 0, 0, 0, 0, 0]"
1444,sữa hạn đóng_gói chắc_chắn bé hợp sữa,"[1, 0, 0, 1, 0, 1, 0]"
1445,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm chắc_chắn phục vị tốt,"[1, 0, 0, 1, 1, 0, 0]"
1446,sản_phẩm,"[0, 0, 0, 1, 0, 0, 0]"
1447,sản_phẩm đóng_gói sản_phẩm chắc_chắn giao hàng nhanh sản_phẩm_chất_lượng,"[1, 0, 0, 1, 0, 0, 0]"
1448,shop giao hàng nhanh vp hôm hôm có_mặt nhanh hà_nội đóng_gói cẩn_thận đẹp,"[1, 0, 0, 0, 0, 0, 0]"
1449,giao hàng đóng_gói nhanh cẩn hạn nhanh,"[1, 0, 0, 0, 1, 1, 0]"
1450,bỉm angel mua nhận_xét xu thoi bỉm siêu mềm mịn không dày thấm hút tốt,"[0, 0, 0, 1, 0, 0, 0]"
1451,ship sữa phai đi mua sữa,"[1, 0, 0, 0, 0, 0, 0]"
1452,hình_ảnh tính_chất su,"[0, 0, 0, 0, 0, 0, 0]"
1453,sữa chất_lượng giao hàng đúng ủng ho,"[1, 0, 0, 1, 0, 0, 1]"
1454,hàng chuẩn ủng_hộ shop tiếp hàng nhanh_chóng s,"[1, 0, 1, 0, 0, 0, 0]"
1455,phản_hồi sản_phẩm nhanh mua mẫu thử bé xinh yêu chưa sản_phẩm hi_vọng sản_phẩm chuẩn,"[0, 0, 0, 1, 1, 0, 0]"
1456,đóng_gói cẩn_thận 5 chất_lượng,"[1, 0, 0, 1, 0, 0, 0]"
1457,khuyến_mãi giảm_giá mua 2 thùng trữ : ) mua shop n,"[0, 1, 0, 0, 0, 0, 0]"
1458,mua thử bé hợp_tác k trộm_vía bé hợp_tác ủng_hộ shop dài_dài sữa đóng_gói kỹ_càng date ngàn_sao shop 🥰,"[1, 0, 0, 0, 0, 1, 0]"
1459,shop giá oke vơis shop khac đóng_gói hàng cẩn_thận chất,"[1, 1, 0, 0, 0, 0, 0]"
1460,táo_quân 2021 trở_lại : chặng đường 16 phát_sóng đầu phát_sóng 2003 táo_quân ( ) ủng_hộ dần chiếm chỗ_đứng chương_trình tết suốt 17 coi táo_quân như một,"[0, 0, 0, 0, 0, 0, 0]"
1461,date đóng hàng cẩn_thận hi_vọng bé,"[1, 0, 0, 0, 0, 1, 0]"
1462,hàng hợp_tác ăn ngon cám_ơn c,"[0, 0, 0, 0, 0, 0, 1]"
1463,shop đóng hàng cẩn_thận sữa thơm giá oke,"[1, 1, 0, 1, 0, 0, 0]"
1464,ship nhanh đúng loại bé,"[1, 0, 0, 0, 0, 0, 0]"
1465,sản_phẩm đóng_gói chắc_chắn chưa chưa chất_lượng,"[1, 0, 0, 0, 1, 0, 0]"
1466,sữa bé uống oke uống tin_dùng hãng thui mua giá rẻ mua 2 lon lon,"[0, 1, 0, 1, 0, 0, 0]"
1467,mua shop đóng hàng chuyên_nghiệp giao nhanh tem mác đầy_đủ like !,"[1, 0, 1, 0, 0, 0, 0]"
1468,hàng giao đúng date hợp_lệ 4 canh khuyến_mãi giá tốt,"[0, 1, 1, 0, 0, 1, 0]"
1469,sản_phẩm tốt hạn 2022 đóng_gói cẩn_thận mua hàng shop,"[1, 0, 0, 1, 0, 1, 0]"
1470,shop ship hàng nhanh sữa chuẩn hãng date đợt săn sale shop đại 1 hộp chụp hình,"[1, 0, 1, 0, 0, 1, 0]"
1471,bỉm giao nhanh hàng quà tặng đúng chuẩn,"[1, 0, 0, 0, 1, 0, 0]"
1472,shoppe thùng lazada hoang_mang xíu chất_lượng sản_phẩm tốt đóng_gói chắc_chắn giao nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1473,sữa giao nhanh đúng sữa oke mua nhìu,"[1, 0, 0, 1, 0, 0, 0]"
1474,hàng đúng rẻ ok thử bé ủng_hộ shop tiếp,"[0, 1, 1, 0, 0, 0, 0]"
1475,sữa chuẩn vị date thơm,"[0, 0, 0, 1, 0, 1, 0]"
1476,đóng_gói kĩ giao hàng nhanh chất_lượng tốt giá_thành rẻ ❤ ️ ❤ ️ ❤ ️,"[1, 1, 0, 1, 0, 0, 0]"
1477,sorry shop hình_ảnh không như shop kì_vọng mục_đích kiếm 20 xu chuyên_dùng loại sữa không bàn,"[0, 0, 0, 0, 0, 0, 0]"
1478,hàng đóng_gói chắc_chắn cẩn_thận chất_lượng sản_phẩm ưng_ý giao hàng ok !,"[1, 0, 0, 1, 0, 0, 0]"
1479,ậm jwnanj,"[0, 0, 0, 0, 0, 0, 0]"
1480,giao hàng đúng đóng goi hàng than thi phai,"[1, 0, 0, 1, 0, 0, 0]"
1481,giao hàng siêu nhanh check mã_vạch ok không sợ lừa cắt 5,"[1, 0, 1, 0, 0, 0, 0]"
1482,mua ưng đóng_gói chắc_chắn ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1483,h / a không lquan sữa chuẩn ship nhanh lsau tiếp hehe,"[1, 0, 1, 0, 0, 0, 0]"
1484,2 mua shop hàng đủ tem mác chất_lượng ok hy_vọng niềm đúng chỗ shop đóng_gói cẩn_thận giao hàng j & t nhanh tks,"[1, 0, 1, 1, 0, 0, 0]"
1485,bỉm ổn giá_thành vừa_phải thích_hợp dùg ban_ngày nha !,"[0, 1, 0, 1, 0, 0, 0]"
1486,ngon bé uống,"[0, 0, 0, 1, 0, 0, 0]"
1487,đóng_gói kĩ_càng hạn,"[1, 0, 0, 0, 0, 1, 0]"
1488,🍓 fb : lê mai_ni ( ) ghé fb sắm đồ bé nha mẹ mẫu đẹp giá hạt rẻ ib_em tư_vấn nhen ❣ ️,"[0, 0, 0, 0, 0, 0, 0]"
1489,vẻ in sắc nét ảnh minh_hoạ hi_vọng hàng chuẩn mik không check mã,"[0, 0, 1, 0, 0, 0, 1]"
1490,hàng giao nhanh đóng_gói ổn shop,"[1, 0, 0, 0, 0, 0, 0]"
1491,yên_tâm chất_lượng hii bọc gói sản_phẩm chắc_chắn giao hàng nhanh thaks,"[1, 0, 0, 1, 0, 0, 0]"
1492,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm chắc_chắn giao hàng nhanh shop ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
1493,sản_phẩm đúng hình_ảnh shop giá_thành sản_phẩm như chất_lượng tốt,"[0, 1, 1, 1, 0, 0, 0]"
1494,sữa 7 / 2021 hạn mong chất_lượng không giá_như oke,"[0, 1, 0, 0, 0, 1, 0]"
1495,chất_lượng sản_phẩm tốt giao hàng nhanh_chóng đóng_gói ok,"[1, 0, 0, 1, 0, 0, 0]"
1496,thử mỏng ok bua nao mua thử loại ban_đêm sai nao,"[0, 0, 0, 1, 0, 0, 0]"
1497,shop giao hàng nhanh_chóng đóng_gói hàng cẩn_thận hy_vọng bé ghích vị n,"[1, 0, 0, 0, 0, 0, 0]"
1498,bỉm đóng bao hơi chán k quà kèm làm_ăn chán,"[1, 0, 0, 0, 1, 0, 0]"
1499,sản_phẩm mã trả_lời nhắn nhanh thân trợ tốt shop mua tiếp 😚,"[0, 0, 1, 0, 1, 0, 0]"
1500,sản_phẩm chất_lượng va gia họp lý,"[0, 1, 0, 1, 0, 0, 0]"
1501,giao hàng nhanh đóng_gói cẩn_thận sản_phẩm_chất_lượng thanks shop,"[1, 0, 0, 1, 0, 0, 0]"
1502,mua 2,"[0, 0, 0, 0, 0, 0, 1]"
1503,sữa rẻ móp méo giá oke không ủng_hộ shop tiếp,"[1, 1, 0, 1, 0, 0, 0]"
1504,shop đóng_gói cẩn_thận chúc shop đắt hàng,"[1, 0, 0, 0, 0, 0, 0]"
1505,sản_phẩm tốt hạn yên_tâm,"[0, 0, 0, 1, 0, 1, 0]"
1506,mua lắm sp giá tốt thị trg von sơ_sinh oke,"[0, 1, 0, 0, 0, 0, 0]"
1507,huihghg,"[0, 0, 0, 0, 0, 0, 0]"
1508,mua hàng shop nhieu r yên_tâm giao hàng nhanh dong gói kỹ_càng se tiep tuc_ung hộ shop nua,"[1, 0, 0, 0, 0, 0, 0]"
1509,shop giao hàng nhanh chưa sản_phẩm chưa chất_lượng phản_hồi shop,"[1, 0, 0, 0, 0, 0, 0]"
1510,mua mấy loại hộp sữa sền_sệt hộp bình_thường không sữa,"[0, 0, 0, 1, 0, 0, 0]"
1511,giao hàng nhanh shop đóng_gói cẩn_thận hàng tốt hạn,"[1, 0, 0, 1, 0, 1, 0]"
1512,chất_lượng sản_phẩm tuyệt gói sản_phẩm đẹp hãng,"[1, 0, 1, 1, 0, 0, 0]"
1513,giao nhanh hộp sữa móp ghê hồn ko bik chất_lượng không,"[1, 0, 0, 0, 0, 0, 0]"
1514,ko không chất_lượng nick mua bé,"[0, 0, 0, 0, 0, 0, 1]"
1515,hdud fjs dhsnja xjs fbbd dxjej dje dhena dhbf rjebd đbeb dbensn,"[0, 0, 0, 0, 0, 0, 0]"
1516,sữa hương vani 850gr shop hcm giao hàng hạn,"[1, 0, 0, 0, 0, 1, 0]"
1517,mua n hàng giao nhanh tốn sữa rùi ui haiz,"[1, 0, 0, 0, 0, 0, 0]"
1518,giao hàng siêu nhanh mua shop hài_lòng yên_tâm,"[1, 0, 0, 0, 0, 0, 0]"
1519,sản_phẩm hình_ảnh quảng_cáo chất_lượng tốt shop giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 1, 1, 0, 0, 0]"
1520,hàng chuẩn giao hàng ủng_hộ shop lâu_dài,"[1, 0, 1, 0, 0, 0, 0]"
1521,sản_phẩm gói đẹp chuyên_nghiệp tks shop nha,"[1, 0, 0, 1, 0, 0, 0]"
1522,giao hàng nhanh hàng chất_lượng đóng_gói kỹ giá cạnh_tranh tiền bao_bì mẫu_mã đẹp ủng_hộ lâu_dài chúc mua may đắt,"[1, 1, 0, 1, 0, 0, 0]"
1523,video clip mag tchat xu lười chụp lsau review tâm ^ sữa giá rẻ hộp sữa hàng chuẩn thơm sh rep nhiệt_tình mua n,"[0, 1, 1, 1, 1, 0, 0]"
1524,hàng mẫu lon không móp ok mua giá xu,"[1, 0, 0, 1, 0, 0, 0]"
1525,đóng_gói sản_phẩm cẩn_thận sản_phẩm đúng mô_tả chất_lượng sản_phẩm tốt,"[1, 0, 1, 1, 0, 0, 0]"
1526,date đóng_gói cẩn_thận sản_phẩm tốt,"[1, 0, 0, 1, 0, 1, 0]"
1527,shop flash sale giá tốt hộp giao nguyên_vẹn hạn 202 ưng_ý,"[1, 1, 0, 0, 0, 1, 0]"
1528,đóng_gói hàng sẻ mất tgian ngày_trước sữa,"[1, 0, 0, 0, 0, 0, 0]"
1529,giao hàng gói cẩn tốt hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1530,giao hàng siêu nhanh đóng_gói chắc_chắn hạn xa_lắc hi_vọng hợp sữa cân ủng_hộ shop,"[1, 0, 0, 1, 0, 1, 0]"
1531,5 sữa bóc sữa mịn thơm hộp giấy chút bất_tiền bảo_quản,"[0, 0, 0, 1, 0, 1, 1]"
1532,ncn ncm n ncn,"[0, 0, 0, 0, 0, 0, 0]"
1533,shop giao hàng nhanh đóng_gói cẩn_thận 2 mua shop tin_tưởng ủng_hộ dài_dài,"[1, 0, 0, 1, 0, 0, 0]"
1534,mua shop đóng_gói cẩn_thận đẹp check code oke,"[1, 0, 1, 0, 1, 0, 0]"
1535,mua rùi hi_vọg sữa chuẩn giả phân_biệt m hợp_tác,"[0, 0, 0, 0, 0, 0, 1]"
1536,giao hàng siêu đảm gói sản_phẩm hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1537,shop giao hàng nhanh đóng_gói cẩn shop rẻ shope mua ủng_hộ shop,"[1, 1, 0, 0, 0, 0, 0]"
1538,sữa tem mác đầy_đủ đóng_gói kĩ chắc_chắn không móp mép giá hợp_lý ưng_ý,"[1, 1, 1, 0, 0, 0, 0]"
1539,hàng giao chậm lỗi vận_chuyển ngóng cổ đóng_gói chắc_chắn mua 6 / 2020 hạn 8 / 2021 tạm ổn,"[1, 0, 0, 0, 0, 1, 0]"
1540,chất_lượng sản_phẩm tuyệt_vời mua hộp giấy tiết_kiệm nhìu : ),"[0, 0, 0, 1, 0, 0, 0]"
1541,hàng chất_lượng tốt đóng_gói sản_phẩm cẩn_thận giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1542,đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1543,chất_lượng sản_phẩm tốt xứng giá tiền cám_ơn shop lắm ng tiêu_dùng 1 sản_phẩm_chất_lượng giá đẹp ủng_hộ tiếp thank_youuui,"[0, 1, 0, 1, 0, 0, 0]"
1544,giao hàng nhanh đóng_gói cẩn_thận quà xinh nhầm quà tý không shop,"[1, 0, 0, 0, 1, 0, 0]"
1545,cồi sò ròm chưa dung chưa dáng gia dc tạm 4,"[0, 0, 0, 0, 0, 0, 0]"
1546,giao hàng nhanh đóng_gói chắc_chắn mua đầu ổn,"[1, 0, 0, 0, 0, 0, 0]"
1547,giao hàng nhanh lắm hang hôm_qua da roi mua shop nhieu lân roi chata oke,"[1, 0, 0, 0, 0, 0, 0]"
1548,đóng_gói đầy_đủ tư_vấn bực shiper tự_động delay giao hàng thùng hàng rách be_bét may không hỏng sữa rơi mất đồ giao hàng nhanh dạo chán 😤,"[1, 0, 0, 0, 1, 0, 0]"
1549,hộp bóp_méo !,"[1, 0, 0, 0, 0, 0, 0]"
1550,m hàng giao hàng nhanh đúng nhanh m chưa uống chưa clsp ngon m ủng_hộ tiếp,"[1, 0, 0, 0, 0, 0, 0]"
1551,mua sp tin_tưởng,"[0, 0, 0, 0, 0, 0, 1]"
1552,hơi lười chụp ảnh sữa ngon thoem hạn 3,"[0, 0, 0, 1, 0, 0, 0]"
1553,mua n ưng gắn_bó lâu_dài,"[0, 0, 0, 0, 0, 0, 1]"
1554,chua nen không chất phẩm co ko mua sữa hàng nhanh đóng_gói đẹp va chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
1555,giao hàng gói cẩn chưa ntn 5sao,"[1, 0, 0, 0, 0, 0, 0]"
1556,shop gói cẩn_thận đáy hộp méo chút hạn oke mỗi_tội giao hàng hơi 11 / 1 hôm_nay,"[1, 0, 0, 0, 0, 1, 0]"
1557,con_em uống sữa toàn trung_thành shop không hà,"[0, 0, 0, 0, 0, 0, 1]"
1558,shop hàng,"[0, 0, 0, 0, 0, 0, 1]"
1559,sản_phẩm sữa mịn nhẹ dịu bé uống,"[0, 0, 0, 0, 0, 0, 1]"
1560,h,"[0, 0, 0, 0, 0, 0, 0]"
1561,sữa dán tem tiếng việt không,"[0, 0, 0, 0, 0, 0, 1]"
1562,sữa mùi thơm dễ_chịu bé hàng nhanh ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1563,tốt hàng chuẩn hạn 2021 vẩn mua hàng gói hàng hơi chậm nhưn giao nhanh,"[1, 0, 0, 1, 0, 1, 0]"
1564,mua 2 bỉm thấm hút tốt mềm giá tiền giao hàng nhanh ủng_hộ tiếp,"[1, 1, 0, 1, 0, 0, 0]"
1565,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
1566,giá rẻ bịnh to chưa chưa hình_ảnh không oke,"[0, 1, 0, 0, 0, 0, 0]"
1567,shop tư_vấn nhiệt_tình đóng_gói cẩn_thận hàng giao hơi sữa thơm,"[1, 0, 0, 1, 1, 0, 0]"
1568,tạm ảnh ship hàng siêu siêu bé 2 tks shop,"[1, 0, 0, 0, 0, 0, 0]"
1569,minh_lan dau mua sua dem ma that vong moi ng a be nha m 17 thang roi dat sua 12 + ma shop gui 6 + thi thọ bao cu be uonv th vi chbg ngai nhat tra hang nhubg hong không ah the_la vay,"[0, 0, 0, 0, 0, 0, 0]"
1570,giao hang nhanh dong gói cẩn_thận chất_lượng sản_phẩm mói biêt se_ung ho shop lan,"[1, 0, 0, 0, 0, 0, 0]"
1571,hộp móp,"[1, 0, 0, 0, 0, 0, 0]"
1572,giao hàng nhanh hàng shop gọi đổi loại loại chưa chưa thấm hút tn,"[1, 0, 0, 0, 1, 0, 0]"
1573,giá rẻ bé không hợp_tác hơi buồn giao hàng nhanh ủng_hộ,"[1, 1, 0, 0, 0, 0, 0]"
1574,mua shop đóng_gói c cẩn_thận bóc mấy lượt liền,"[1, 0, 0, 0, 0, 0, 0]"
1575,hàng tốt giao hàng nhanh đóng_gói sản_phẩm chắc_chắn tiền,"[1, 1, 0, 1, 0, 0, 0]"
1576,shop giao hàng nhanh đóng_gói cẩn_thận đúng chủng_loại số_lượng sản_phẩm,"[1, 0, 1, 0, 0, 0, 0]"
1577,đóng_gói thận giao hàng nhanh_chóng chất_lượng sản_phẩm tốt,"[1, 0, 0, 1, 1, 0, 0]"
1578,ok đóng_gói,"[1, 0, 0, 1, 0, 0, 0]"
1579,hàng đóng_gói chất chắn sản_phẩm chưa chưa,"[1, 0, 0, 0, 0, 0, 0]"
1580,chất luoeng sản vời giao hsngf nhsnh đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
1581,kén sữa mua shop ship now nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1582,hàng chất_lượng chuẩn m bé 10 uống tiếp_thu tốt,"[0, 0, 1, 1, 0, 0, 0]"
1583,chưa chưa chất_lượng shop đóng_gói cẩn_thận giao hàng nhanh,"[1, 0, 0, 0, 1, 0, 0]"
1584,uống hợp tắc môi tội không tiêng tiếng việt đi kèm không pha dư,"[0, 0, 0, 1, 0, 0, 0]"
1585,mua nhìu shop shop giao hàng cực ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1586,sữa tối bé uống thử hợp_tác order tiếp hehe,"[0, 0, 0, 0, 0, 0, 1]"
1587,gói hàng cận thận mua shop r ủng_hộ shop_kiki,"[1, 0, 0, 0, 0, 0, 0]"
1588,mua shop ủng_hộ shop,"[0, 0, 0, 0, 0, 0, 1]"
1589,đúng hàng giao đúng đóng_gói kĩ không bóp_méo,"[1, 0, 0, 0, 0, 0, 0]"
1590,sữa tốt uống 2 hôm_nay cải_thiện tiêu_chảy rùi hy_vọng mai đỡ hẳn đi_ngoài mấy hôm xót hjx shop tư_vấn nhiệt_tình,"[0, 0, 0, 1, 1, 0, 0]"
1591,hfdvj nhịn gfgn hgfvj ghkbv,"[0, 0, 0, 0, 0, 0, 0]"
1592,sản_phẩm hãng 👌,"[0, 0, 1, 0, 0, 0, 0]"
1593,đọc bình_luận hàng công_ty ma kpit đúng ko sữa bé hơi lo,"[0, 0, 0, 0, 0, 0, 1]"
1594,giao hang nhanh sua hạn check ma vạck ok phản_hồi ket,"[0, 0, 1, 1, 0, 0, 0]"
1595,giao hàng ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
1596,rẻ tốt bé lên_cân đều uống mua shop típ không mua đại_lý mắc tận 420k,"[0, 1, 0, 1, 0, 0, 0]"
1597,hi_vọng hãng,"[0, 0, 0, 0, 0, 0, 0]"
1598,mua chất_lượng tốt đóng_gói chắc_chắn giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1599,sữa socola bé không lắm ! đòi uống sữa dê : ( ( giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1600,đong gói sản_phẩm chắc_chắn hàng chuẩn date_dai,"[0, 0, 1, 1, 1, 0, 0]"
1601,mua t2 ưng ủng_hộ shop dài_dài tốt,"[0, 0, 0, 0, 0, 0, 1]"
1602,chat luong oki giao hang_nhanh da mua shop nhieu lan ung hộ dai,"[1, 0, 0, 1, 0, 0, 0]"
1603,chưa shop gói hàng cẩn_thận chắc_chắn mua,"[1, 0, 0, 0, 0, 0, 0]"
1604,giao hàng nhanh đóng_gói cẩn_thận chất_lượng sản_phẩm ổn hộp hơi móp 1 xíu oke,"[1, 0, 0, 1, 1, 0, 0]"
1605,giao hàng nhanh đóng_gói cẩn_thận ủng_hộ tiếp,"[1, 0, 0, 0, 0, 0, 0]"
1606,đóng_gói nhiệt_tình,"[1, 0, 0, 0, 1, 0, 0]"
1607,hông bé hợp_tác không 😂 sữa gthieu bé uống no ngon mấy hnua bé cod hợp không 😋,"[0, 0, 0, 0, 0, 0, 1]"
1608,giao hàng nhanh_chóng giá_cả,"[1, 1, 0, 0, 0, 0, 0]"
1609,mấy đặt_hàng gói hàng cẩn 1 hộp bọc kĩ 1 hộp k k bọc móp,"[1, 0, 0, 0, 0, 0, 0]"
1610,bỉm oke mua shop,"[0, 0, 0, 1, 0, 0, 1]"
1611,đóng_gói sản_phẩm tốt uống 1 tuần ăn ngon đói ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1612,ủng_hộ ủng_hộ ủng_hộ ủng_hộ,"[0, 0, 0, 0, 0, 0, 0]"
1613,chất_lượng chưa chưa sh phục_vụ chưa tốt,"[0, 0, 0, 0, 1, 0, 0]"
1614,giao hàng nhanh shop đóng_gói cẩn rẻ tt ủng_hộ lsau,"[1, 1, 0, 0, 0, 0, 0]"
1615,mua bỉm bé không hăm,"[0, 0, 0, 1, 0, 1, 1]"
1616,sản_phẩm tốt đóng_gói chắc_chắn,"[1, 0, 0, 1, 0, 0, 0]"
1617,đóng hàng cẩn_thận chắc_chắn chưa bik chất_lượng ntn hài_lòng chất_lượng dịch_vụ,"[1, 0, 0, 0, 1, 0, 0]"
